Review Title,Review Text
Highly recommended,Touch eshure
Awesome,It's too good.. perfect for me.. it's my personal experience..
Fabulous!,I love it❤
Good choice,This device is awesome to playing pubg.Camera is ok Bettery backups good..Killer look
Fabulous!,Worth of money and great from all aspects.
Did not meet expectations,Worst phone my phone is dead in 3 months
Super!,"Best uhh Best uhh...The Only one Super One ""POCO X3 PRO""Beast Performance Under 20K Segment.And also look wise and camera performance also Good."
Good quality product,Slow charging speed. Overally good product.
Perfect product!,Best phone... Worth every penny..
Good,Nice phone
Pretty good,this thing is a beast
Terrific purchase,Super
Expected a better product,West of money... Touch issue
Nice product,Nice product
Decent product,"Poco x3 pro need to improve for battery stability, back panel quality and system hanging problem. Otherwise this phone is a monster killer flagship mobile...."
Did not meet expectations,Bad product is low bettery
Highly recommended,Amazing to use 😍
Worth every penny,Super
Just wow!,Nice but battery performance lo
Value-for-money,Good Phone. Vibration is somehow high
Utterly Disappointed,Worst Mobile bricked in just 4 months totally wast of money
Mind-blowing purchase,Gaming phone 😜
Excellent,Awesome
Classy product,Awsm
Best in the market!,This device is OP for Gaming I am bgmi player and i got more than 90 fps.
Worth every penny,It is best phone in this segment Beast performance nice camera nice displayNice battery backupCharging speed is very fast Go for the blue variant Best mobile phone go for it without hesitation my guarantee
Really Nice,Nice camera📷
Excellent,Viry good
Best in the market!,For gaming it is the smartphone under 20k. Other specs are also good.
Just wow!,Nice product
Excellent,It have some ghost touch issue btw this phone is beast in its segment 🤣
Could be way better,"All phone is good but cons. Are1. Too many times sensors are Stop working, need to restart then all work normally (sensors like auto rotation, light sensor, proximity sensor, step counter sensor etc)2 camera UI is comes with measure bug, when you click on video.. camera stop working at view finder only , sometimes you can shoot video but too many times gets this error3After Android 11 update you can't uninstall Xiaomi bloatwares from phone through ADB setup"
Excellent,Super phone
Nice product,This is best deal........
Good quality product,Good
Fair,Camara is not good
Good quality product,Good
Very poor,Worst camera ever in mobile phones. Screen consumes lot of charge even the brightness is minimum (Go for amoled display for better battery life). Sometimes phone got stuck and we may barely get a call due to poor call connectivity. Never go for this phone..... For gaming sometimes it is showing lag and small raise in temperature as well..... This piece of equipment is not lightweight so it can cause pain in your hand if we go for continuous usage.... You better not purchase it.... It is the w...
Excellent,"Everything is great the only problems are no OLED screen, no 5G. Processor is stunning for that price ( old but flagship processor). support 120hz if u don't need long battery."
Terrific,Super mobial
Awesome,Nice
Highly recommended,This phone was compair for all expensive phone
Just wow!,Mobile is dead
Mind-blowing purchase,Very awesome  phone I like it you buy this
Good choice,Sound quality is god level you can feel with the vibes in back
Awesome,Nice mobile
Decent product,best mobile look better
Classy product,Good Phone
Nice product,Best processor under worth value
Wonderful,Most powerful process device.. ☺☺☺
Utterly Disappointed,Don't buy Any phones of poco ever again!! My phone is dead now after 8 months (without even updating) and the company is not exchanging my phone because of 2 minor scratches
Terrific,A good Powerful beast in budget
Perfect product!,A wonderful handset of this price range... Battery life is good.. camera is excellent.. worth buying it..
Just wow!,"Very very nice product,but still i don't get any super coin"
Excellent,Nice product
Mind-blowing purchase,Close your eyes and take it especially for hardcore gamers.
Decent product,Not good not bad mobile working speed is slow
Great product,Good
Worth every penny,Super
Simply awesome,Good
Terrific purchase,This is a best phone under 20k and best for new gamers
Value-for-money,Made for gaming.
Brilliant,Very good
Super!,Good
Terrific,Good phone
Pretty good,Awesome products
Wonderful,Everything is good except the sound system. On playing song it will vibrate from the back side.
Good,Its a decent phone but you cannot hold this phone in your hand for more than a hour maximum due to its weight. Camera 📷 is also not that great. Front camera is worst. Battery performance is great and it's a great chipset but heat management is below average. Also some times the gyroscope sensor lags due to which the auto screen rotate option doesn't work at that time.
Wonderful,Best phone for ever
Best in the market!,good mobile for overall usage
Mind-blowing purchase,Best phone
Very Good,Good
Just wow!,Good
Brilliant,Good
Nice,Not so good ....
Highly recommended,Mind-blowing purchase
Super!,"Good phone, Due to battery size it's heavy to be honest but performance wise no complaints."
Very Good,Good one
Pretty good,Mid range best phone on 2021
Best in the market!,Nice product
Decent product,Worst phone ever
Wonderful,Nice
Must buy!,Good phone
Perfect product!,Under 20k Beast
Worth every penny,Osm
Great product,Good
Very Good,It is good.. Nice performance awesome battery and display... Good sound but it vibrates on the backside while playing audio.. Camera is average still good... Go for it
Simply awesome,Thanks
Terrific,Every time best
Very Good,Body is not better but camera is perfect I like it
Value-for-money,Very good phone
Great product,Best for budget
Classy product,Just awesome😊
Mind-blowing purchase,Like a Tank in my hand
Super!,Superb
Awesome,Nice
Worth the money,Value of moneyGood one of Android version and features are awesome
Worth the money,Beast mobile in this price segment I loved it
Mind-blowing purchase,Good
Good choice,Poco x3 pro Nice it's gaming mobile
Good,Overall good
Best in the market!,Good
Worst experience ever!,Bad
Good quality product,Ok
Perfect product!,Very nice phone
Perfect product!,Good
Horrible,Camera is hanging number of times.
Excellent,Idk about other but I am mild user of the phone and I think the phone is really good. Camera performance is good and processor is out of the world.
Good quality product,Good
Brilliant,Nice
Nice,Camera was not good
Terrific,This phone battery is beast
Highly recommended,"Good processor, long battery, nice display and average camera."
Fabulous!,Budget gaming mobile
Just wow!,One of the best gaming performace of a mobile in this price segment. I use it for gaming purpose..no lag ..no heating while continuous use for gaming upto 2-3hrs. Never tried beyond that. Speaker is ok type but mobile is better with headphones.
Wonderful,Phone good
Awesome,It's a good product
Unsatisfactory,Touch not working this phone pls dont bye this
Decent product,"One of the worst phone for software and camera, don't buy it at all"
Must buy!,Very nice phone in this price
Good choice,Amazing phone and best processor.
Unsatisfactory,"Just a low class mobile🥵Its camera is perfect waste🤢🤮.The snapdragon 855+ is not the level i expectedSometimes we can't launch camera.. It seems camera not responding.. ☹️So We can't take the perfect moments in this camera..Camera quality is not so good..The proximity sensor  and screen rotation is not working (most irritating ).Display quality is also poor.. 😖, when we use out side the phone is heating heavily and screen brightness is not enough for outside use. And too much weig..."
